,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,21,CHI,NBA,SG,82,2002,3%,87%,10%,,,+3.7,+5.0,87,60,99,22,76,0,372,17,57
2005-06,22,CHI,NBA,SG,80,2482,1%,83%,15%,1%,,+1.5,+1.5,90,51,99,22,99,24,532,21,72
2006-07,23,CHI,NBA,SG,82,2704,8%,84%,8%,,,+6.0,+2.2,89,59,96,48,143,30,647,28,55
2007-08,24,CHI,NBA,SG,72,2291,20%,77%,3%,,,-6.1,-7.0,75,39,86,17,98,7,480,20,46
2008-09,25,CHI,NBA,SG,82,2999,23%,77%,,,,-0.3,-0.3,93,67,87,26,155,8,611,37,69
2009-10,26,DET,NBA,SG,62,1730,8%,77%,15%,,,-6.9,-1.8,55,38,75,10,89,12,375,21,26
2010-11,27,DET,NBA,SG,82,2131,28%,69%,3%,,,-2.9,+2.0,69,34,86,20,54,11,403,12,30
2011-12,28,DET,NBA,SG,52,1398,28%,72%,1%,,,-7.8,-3.9,59,33,57,9,54,9,288,14,31
2012-13,29,CHA,NBA,SG,75,1560,2%,85%,13%,,,-15.1,-8.3,62,44,56,14,52,9,312,13,49
2013-14,30,CHA,NBA,SG,19,279,,100%,,,,+3.0,+3.4,7,10,10,0,7,2,47,0,10
2014-15,31,ORL,NBA,SG,56,790,18%,81%,1%,,,-10.1,-5.1,26,20,31,6,25,8,108,2,14
Career,,,NBA,,744,20366,13%,80%,7%,,,-2.3,-0.9,712,455,782,194,852,120,4175,185,459
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,CHI,NBA,,398,12478,12%,81%,7%,,,+1.0,+0.2,434,276,467,135,571,69,2642,123,299
3 seasons,,DET,NBA,,196,5259,21%,73%,6%,,,-5.5,-0.8,183,105,218,39,197,32,1066,47,87
2 seasons,,CHA,NBA,,94,1839,2%,87%,11%,,,-12.4,-6.5,69,54,66,14,59,11,359,13,59
1 season,,ORL,NBA,,56,790,18%,81%,1%,,,-10.1,-5.1,26,20,31,6,25,8,108,2,14
