Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1975-76,22,WSB,NBA,SF,56,NA,504,7.2,19.5,0.371,NA,NA,NA,7.2,19.5,0.371,4.8,5.3,0.897,2.2,3.3,5.5,2.5,1.2,0.3,NA,5.9,19.2,NA,NA,99
1976-77,23,WSB,NBA,SF,76,NA,1306,7.8,18.4,0.423,NA,NA,NA,7.8,18.4,0.423,2.7,4.1,0.664,2.5,3.6,6.2,2.4,1,0.3,NA,5.1,18.3,NA,NA,102
1977-78,24,WSB,NBA,SF,81,NA,2121,10.6,23.6,0.448,NA,NA,NA,10.6,23.6,0.448,5.1,6.4,0.789,2.6,3.5,6.1,3.2,1.3,0.4,3.3,4.3,26.2,NA,102,103
1978-79,25,WSB,NBA,SF,65,NA,1856,10.2,22.4,0.453,NA,NA,NA,10.2,22.4,0.453,4.2,5.4,0.772,2.2,3.4,5.6,3.7,1.1,0.3,2.9,3.9,24.5,NA,103,106
1979-80,26,WSB,NBA,SF,65,NA,1818,8.5,20.7,0.412,0.9,2.4,0.37,7.6,18.3,0.417,5.6,6.4,0.867,2.1,2.8,4.8,4.6,1.4,0.4,2.6,4.1,23.5,NA,106,108
1980-81,27,WSB,NBA,SG,75,NA,2616,9,19.8,0.453,0.8,2.4,0.331,8.2,17.3,0.471,4.4,5.2,0.841,1.2,2.7,3.9,5.4,1.2,0.3,2.6,2.9,23.1,NA,107,106
1981-82,28,WSB,NBA,SG,71,62,2164,8.4,19.1,0.439,0.6,1.8,0.341,7.8,17.3,0.449,3.7,4.3,0.855,1.3,3.1,4.4,3.3,1,0.5,2.1,3.4,21.1,NA,103,106
1982-83,29,WSB,NBA,SF,41,11,756,7.3,18.8,0.388,1,2.4,0.395,6.3,16.3,0.387,3.4,4.4,0.783,1.1,2,3.1,3.1,1.1,0.4,1.7,3.9,19,NA,98,104
1983-84,30,MIL,NBA,SG,64,3,923,9.6,21.2,0.451,0.8,2.8,0.283,8.7,18.4,0.477,4,4.5,0.893,1.6,2.7,4.3,4,1.4,0.2,2.4,5.1,23.9,NA,108,107
1984-85,31,MIL,NBA,SF,78,6,1182,7.7,17.3,0.448,0.3,1.3,0.242,7.4,15.9,0.465,3.6,4.4,0.822,1.1,3.1,4.2,3.8,1.2,0.1,2.2,3.5,19.4,NA,106,108
Career,NA,,NBA,,672,82,15246,8.9,20.4,0.437,0.7,2.2,0.334,8.5,19.1,0.444,4.2,5.2,0.817,1.8,3.1,4.9,3.8,1.2,0.3,2.3,3.9,22.5,NA,104,106
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,WSB,NBA,,530,73,13141,9,20.6,0.435,0.8,2.2,0.351,8.5,19.4,0.441,4.3,5.3,0.812,1.9,3.1,5,3.8,1.2,0.4,2.3,3.9,22.7,NA,104,105
2 seasons,NA,MIL,NBA,,142,9,2105,8.5,19,0.449,0.5,2,0.267,8,17,0.471,3.8,4.4,0.853,1.3,2.9,4.3,3.9,1.3,0.1,2.3,4.2,21.3,NA,107,107
