,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2005-06,23,DET,NBA,8:47,1,2,1,1,0,2,2,2,0,2,2,1,1,0,3,1,3,2.3
2006-07,24,DET,NBA,16:53,4,6,2,3,3,4,2,2,2,3,3,2,1,1,1,2,9,8.0
2007-08,25,TOR,NBA,29:51,6,11,2,5,5,6,6,6,2,6,7,3,2,0,1,6,16,13.9
2009-10,27,MIL,NBA,43:00,8,19,6,9,4,10,2,2,1,6,6,4,3,1,3,5,22,16.5
2012-13,30,HOU,NBA,35:50,4,13,3,10,2,3,2,2,1,4,4,4,2,1,3,3,13,11.5
Career,,,,43:00,8,19,6,10,5,10,6,6,2,6,7,4,3,1,3,6,22,16.5
2 Seasons,,DET,NBA,16:53,4,6,2,3,3,4,2,2,2,3,3,2,1,1,3,2,9,8.0
1 Season,,MIL,NBA,43:00,8,19,6,9,4,10,2,2,1,6,6,4,3,1,3,5,22,16.5
1 Season,,HOU,NBA,35:50,4,13,3,10,2,3,2,2,1,4,4,4,2,1,3,3,13,11.5
1 Season,,TOR,NBA,29:51,6,11,2,5,5,6,6,6,2,6,7,3,2,0,1,6,16,13.9
