,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,23,DET,NBA,SG,8,32,,,66%,31%,3%,-6.2,-10.3,5,0,1,0,1,2,4,0,0
2006-07,24,DET,NBA,SG,16,135,,15%,84%,1%,,-24.0,-33.4,2,1,5,2,3,1,16,0,2
2007-08,25,TOR,NBA,SG,5,121,,36%,64%,,,+15.0,+39.9,1,1,6,0,4,2,28,0,5
2009-10,27,MIL,NBA,SF,7,226,,,85%,15%,,-11.0,-20.3,9,1,4,1,1,1,40,0,7
2012-13,30,HOU,NBA,SF,5,120,,,69%,31%,,-14.2,-14.9,3,1,4,0,2,1,24,1,2
Career,,,NBA,,41,634,,10%,77%,13%,,-9.2,-10.1,20,4,20,3,11,7,112,1,16
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DET,NBA,,24,167,,12%,81%,7%,1%,-20.6,-28.9,7,1,6,2,4,3,20,0,2
1 season,,MIL,NBA,,7,226,,,85%,15%,,-11.0,-20.3,9,1,4,1,1,1,40,0,7
1 season,,HOU,NBA,,5,120,,,69%,31%,,-14.2,-14.9,3,1,4,0,2,1,24,1,2
1 season,,TOR,NBA,,5,121,,36%,64%,,,+15.0,+39.9,1,1,6,0,4,2,28,0,5
