,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1975-76,23,KEN,ABA,,9,,0,,,,4,5,,,,,,,,,19
1976-77,24,LAL,NBA,,1,3,,,,,2,4,,,3,0,,,,3,3
Career,,,TOT,,9,,,,,,4,5,,,,,,,,,19
,,,NBA,,1,3,,,,,2,4,,,3,0,,,,3,3
,,,ABA,,9,,0,,,,4,5,,,,,,,,,19
,,,,,,,,,,,,,,,,,,,,,
1 Season,,KEN,ABA,,9,,0,,,,4,5,,,,,,,,,19
1 Season,,LAL,NBA,,1,3,,,,,2,4,,,3,0,,,,3,3
