,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,30,PHW,BAA,,8,,10,,,,,20
1947-48,31,PHW,BAA,,4,,7,,,,,11
Career,,,,,8,,10,,,,,20
