Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980-81,22,IND,NBA,SF,82,NA,21.8,4.2,8.6,0.491,0,0.1,0,4.2,8.6,0.495,0.491,2,2.5,0.807,2.1,2.3,4.4,1.6,0.7,0.3,1.5,1.9,10.5
1981-82,23,IND,NBA,SF,80,41,24.4,4.5,9,0.497,0,0.1,0.125,4.5,8.9,0.501,0.497,2.5,3.2,0.799,1.6,2.6,4.1,1.7,0.7,0.3,1.7,2.3,11.5
1982-83,24,NYK,NBA,SF,82,14,20.3,3.3,7.2,0.462,0,0,0,3.3,7.2,0.464,0.462,1.7,2.1,0.8,1.1,1.6,2.8,1.1,0.8,0.3,1.1,1.6,8.4
1983-84,25,NYK,NBA,SF,78,20,21,3.4,7.3,0.458,0,0,NA,3.4,7.3,0.458,0.458,2.2,2.7,0.82,1.3,1.6,2.9,0.8,0.8,0.2,1.2,1.8,8.9
1984-85,26,NYK,NBA,PF,79,31,31,4.7,9.7,0.486,0,0.1,0.1,4.7,9.6,0.491,0.486,3.3,4.2,0.784,2.2,2.8,4.9,1.7,1.3,0.3,1.7,2.5,12.7
1985-86,27,NYK,NBA,SF,74,64,30.2,4.5,10,0.445,0,0.1,0,4.5,10,0.448,0.445,2.9,3.8,0.784,1.7,2.6,4.2,2.4,0.8,0.4,1.6,2.4,11.9
1986-87,28,NYK,NBA,SF,65,8,22.2,2.6,6,0.427,0,0.1,0.2,2.5,5.9,0.43,0.428,1.9,2.6,0.727,1.6,2,3.6,1.7,0.7,0.3,1.1,1.9,7
1987-88,29,NYK,NBA,SF,29,0,6.2,0.6,1.7,0.32,0,0,0,0.6,1.7,0.327,0.32,0.3,0.6,0.5,0.4,0.7,1.2,0.3,0.2,0,0.5,0.9,1.4
Career,NA,,NBA,,569,178,23.5,3.7,8,0.468,0,0.1,0.083,3.7,7.9,0.471,0.468,2.3,2.9,0.787,1.6,2.1,3.7,1.5,0.8,0.3,1.4,2,9.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,NYK,NBA,,407,137,23.6,3.5,7.6,0.456,0,0.1,0.091,3.5,7.6,0.459,0.457,2.3,2.9,0.781,1.5,2,3.5,1.4,0.8,0.3,1.3,2,9.3
2 seasons,NA,IND,NBA,,162,41,23.1,4.4,8.8,0.494,0,0.1,0.071,4.3,8.7,0.498,0.494,2.3,2.8,0.803,1.8,2.4,4.3,1.6,0.7,0.3,1.6,2.1,11
