Season,Team,Lg,Salary
1991-92,Indiana Pacers,NBA,"$130,000"
1992-93,Indiana Pacers,NBA,"$355,000"
1993-94,Philadelphia 76ers,NBA,"$400,000"
Career,(may be incomplete),,"$885,000"
