,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2002-03,18,ARIZONA,32,572,118,241,7,34,48,61,,110,18,42,8,,,291,.490,.206,.787,17.9,9.1,3.4,0.6
2003-04,19,ARIZONA,30,915,200,369,38,99,77,105,,219,47,45,45,,,515,.542,.384,.733,30.5,17.2,7.3,1.6
2004-05,20,ARIZONA,37,1091,198,403,13,43,60,84,,222,104,69,18,,,469,.491,.302,.714,29.5,12.7,6.0,2.8
2005-06,21,ARIZONA,31,1031,234,490,17,65,58,95,,155,90,82,14,,,543,.478,.262,.611,33.3,17.5,5.0,2.9
Career,,,130,3609,750,1503,75,241,243,345,,706,259,238,85,,,1818,.499,.311,.704,27.8,14.0,5.4,2.0
