Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1953-54,24,MLH,NBA,SG,1,0,6:00,1,2,0.5,2,2,1,0,1,1,4
Career,NA,,NBA,,1,0,6,1,2,0.5,2,2,1,0,1,1,4
