Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1957-58,24,BOS,NBA,SG,56,594,16.3,0.482,0.361,NA,NA,NA,NA,NA,1,1,2.1,0.167
1958-59,25,BOS,NBA,SF,71,1466,18,0.482,0.279,NA,NA,NA,NA,NA,2.6,2.7,5.3,0.173
1959-60,26,BOS,NBA,SF,74,1512,17.7,0.5,0.281,NA,NA,NA,NA,NA,3.2,2.6,5.9,0.186
1960-61,27,BOS,NBA,SG,78,2028,17.7,0.493,0.251,NA,NA,NA,NA,NA,3.9,4.2,8.1,0.191
1961-62,28,BOS,NBA,SG,78,2388,17.9,0.507,0.231,NA,NA,NA,NA,NA,4.9,4.7,9.6,0.193
1962-63,29,BOS,NBA,SG,76,2323,19.1,0.518,0.248,NA,NA,NA,NA,NA,5,4.6,9.6,0.198
1963-64,30,BOS,NBA,SG,76,2381,17.6,0.491,0.234,NA,NA,NA,NA,NA,3.7,5.2,8.9,0.18
1964-65,31,BOS,NBA,SG,80,2885,20.7,0.505,0.287,NA,NA,NA,12.1,NA,7.3,5.5,12.8,0.213
1965-66,32,BOS,NBA,SG,67,2155,21.7,0.521,0.305,NA,NA,NA,16.3,NA,6.1,3.8,10,0.222
1966-67,33,BOS,NBA,SG,72,2325,18.5,0.508,0.264,NA,NA,NA,13.8,NA,4.4,3.1,7.5,0.155
1967-68,34,BOS,NBA,PG,73,2408,18.3,0.513,0.279,NA,NA,NA,13.2,NA,4.5,3.2,7.7,0.154
1968-69,35,BOS,NBA,SG,70,1820,17.6,0.481,0.171,NA,NA,NA,15.9,NA,1.9,3,4.9,0.128
Career,NA,,NBA,,871,24285,18.7,0.503,0.26,NA,NA,NA,14,NA,48.6,43.7,92.3,0.182
