Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1957-58,24,BOS,NBA,SG,8,75,18.4,0.534,0.727,NA,NA,NA,8,NA,0.2,0.1,0.4,0.232
1958-59,25,BOS,NBA,SF,11,192,17.9,0.451,0.361,NA,NA,NA,11.5,NA,0.1,0.4,0.6,0.144
1959-60,26,BOS,NBA,SF,13,197,15.1,0.424,0.179,NA,NA,NA,13,NA,0,0.4,0.4,0.098
1960-61,27,BOS,NBA,SG,10,258,16.6,0.514,0.313,NA,NA,NA,11.4,NA,0.6,0.4,1,0.194
1961-62,28,BOS,NBA,SG,14,504,16.6,0.475,0.217,NA,NA,NA,12.9,NA,0.7,0.9,1.5,0.143
1962-63,29,BOS,NBA,SG,13,450,19.6,0.543,0.335,NA,NA,NA,10.5,NA,1.3,0.7,1.9,0.206
1963-64,30,BOS,NBA,SG,10,356,21.5,0.553,0.378,NA,NA,NA,11.2,NA,1.5,0.7,2.1,0.29
1964-65,31,BOS,NBA,SG,12,495,18.4,0.518,0.286,NA,NA,NA,8.9,NA,1.2,0.8,2,0.195
1965-66,32,BOS,NBA,SG,17,602,19.6,0.524,0.397,NA,NA,NA,13.9,NA,1.4,0.8,2.2,0.179
1966-67,33,BOS,NBA,SG,9,326,19.5,0.516,0.28,NA,NA,NA,13.1,NA,0.9,0.3,1.2,0.178
1967-68,34,BOS,NBA,PG,19,685,14,0.483,0.229,NA,NA,NA,10.8,NA,0.6,0.5,1.1,0.074
1968-69,35,BOS,NBA,SG,18,514,15,0.464,0.233,NA,NA,NA,11.4,NA,0.4,0.3,0.7,0.069
Career,NA,,NBA,,154,4654,17.5,0.501,0.293,NA,NA,NA,11.6,NA,8.9,6.3,15.2,0.157
