Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Fred VanVleet,,4.7,4.3,0.2
Lenny Wilkens,93.7,4.9,4,0.4
Fred Jones,93.5,4.8,4,0
Paul Hoffman,92.1,4.7,4.1,0.8
Michael Cooper,90.5,5,4,0
Kemba Walker,90.3,5.1,4.8,0.3
Tomáš Satoranský,89.8,5,4.7,0.6
Hubert Davis,89.0,4.8,4.2,1.2
Jodie Meeks,87.6,5.1,4.1,0.9
Bruce Hale,87.5,5.1,4.4,-0.4
Don Ohl,86.6,4.5,4.1,1.2
