,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1973-74,23,PHO,NBA,,4,6,4,4,1,2,2,3,2,,2,10
1974-75,24,PHO,NBA,,5,15,3,3,2,4,5,7,2,1,4,12
Career,,,,,5,15,4,4,2,4,5,7,2,,4,12
