Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,24,STL,NBA,SF,8,52,-0.8,0.293,NA,0.226,NA,NA,NA,2.6,NA,NA,NA,-0.3,0,-0.3,-0.263
1968-69,25,TOT,TOT,SF,55,769,12.3,0.482,0,0.5,NA,NA,6.7,5.4,14.1,24.4,NA,0.4,0.5,0.9,0.058
1968-69,25,TOT,ABA,SF,52,742,12.7,0.486,0,0.494,NA,NA,6.7,5.6,14.1,24.4,NA,0.5,0.5,1,0.065
1968-69,25,MIL,NBA,SF,3,27,1.5,0.344,NA,0.7,NA,NA,NA,0,NA,NA,NA,-0.1,0,-0.1,-0.127
1968-69,25,LAS,ABA,SF,11,248,11.8,0.445,0,0.504,NA,NA,5.9,5.4,9.3,25.3,NA,-0.1,0.1,0,-0.009
1968-69,25,INA,ABA,SF,41,494,13.2,0.508,0,0.489,NA,NA,7.1,5.7,16.5,24,NA,0.6,0.4,1,0.102
1969-70,26,INA,ABA,SF,52,415,12.2,0.497,0.006,0.341,NA,NA,8.7,5.5,12.7,20.2,NA,0.3,0.3,0.7,0.076
1970-71,27,INA,ABA,SF,2,9,40.5,0.8,0,0,NA,NA,15,22.8,16.7,25,NA,0.1,0,0.1,0.513
Career,NA,,TOT,,117,1245,11.9,0.479,0.002,0.434,NA,NA,7.5,5.4,13.7,23,NA,0.5,0.9,1.4,0.054
,NA,,ABA,,106,1166,12.7,0.492,0.002,0.441,NA,NA,7.5,5.7,13.7,23,NA,0.9,0.9,1.7,0.072
,NA,,NBA,,11,79,0,0.307,NA,0.341,NA,NA,NA,1.7,NA,NA,NA,-0.4,0,-0.4,-0.216
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,INA,ABA,,95,918,13,0.507,0.002,0.421,NA,NA,7.9,5.8,15,22.3,NA,1,0.8,1.8,0.094
1 season,NA,LAS,ABA,,11,248,11.8,0.445,0,0.504,NA,NA,5.9,5.4,9.3,25.3,NA,-0.1,0.1,0,-0.009
1 season,NA,STL,NBA,,8,52,-0.8,0.293,NA,0.226,NA,NA,NA,2.6,NA,NA,NA,-0.3,0,-0.3,-0.263
1 season,NA,MIL,NBA,,3,27,1.5,0.344,NA,0.7,NA,NA,NA,0,NA,NA,NA,-0.1,0,-0.1,-0.127
