Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,24,STL,NBA,SF,8,NA,52,5.5,21.5,0.258,NA,NA,NA,5.5,21.5,0.258,2.8,4.8,0.571,NA,NA,4.8,0.7,NA,7.6,13.8
1968-69,25,TOT,TOT,SF,55,NA,769,7,17.1,0.407,0,0,NA,7,17.1,0.407,6.2,8.6,0.721,2.8,NA,5.4,1.4,3.3,5,20.1
1968-69,25,TOT,ABA,SF,52,NA,742,7.1,17.3,0.413,0,0,NA,7.1,17.3,0.413,6.2,8.5,0.722,2.9,2.6,5.5,1.4,3.4,5,20.4
1968-69,25,MIL,NBA,SF,3,NA,27,2.7,13.3,0.2,NA,NA,NA,2.7,13.3,0.2,6.7,9.3,0.714,NA,NA,2.7,0,NA,5.3,12
1968-69,25,LAS,ABA,SF,11,NA,248,6.4,18.4,0.346,0,0,NA,6.4,18.4,0.346,7.3,9.3,0.781,2.6,2,4.6,1.3,2.3,5.5,20
1968-69,25,INA,ABA,SF,41,NA,494,7.5,16.7,0.45,0,0,NA,7.5,16.7,0.45,5.6,8.2,0.688,3.1,2.8,5.9,1.5,4,4.7,20.6
1969-70,26,INA,ABA,SF,52,NA,415,6.5,14.5,0.449,0,0.1,0,6.5,14.4,0.452,3.6,4.9,0.719,3.7,3.2,6.9,1.4,2.4,6.2,16.6
1970-71,27,INA,ABA,SF,2,NA,9,16,20,0.8,0,0,NA,16,20,0.8,0,0,NA,12,0,12,4,4,4,32
Career,NA,,TOT,,117,NA,1245,6.8,16.5,0.415,0,0,0,6.8,16.4,0.415,5.1,7.1,0.717,3.3,2.8,5.9,1.4,3.1,5.5,18.8
,NA,,ABA,,106,NA,1166,7,16.3,0.428,0,0,0,7,16.3,0.429,5.2,7.2,0.721,3.3,2.8,6.1,1.4,3.1,5.4,19.1
,NA,,NBA,,11,NA,79,4.6,18.7,0.244,NA,NA,NA,4.6,18.7,0.244,4.1,6.4,0.643,NA,NA,4.1,0.5,NA,6.8,13.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,INA,ABA,,95,NA,918,7.1,15.7,0.454,0,0,0,7.1,15.7,0.455,4.6,6.6,0.698,3.5,3,6.4,1.5,3.3,5.4,18.9
1 season,NA,LAS,ABA,,11,NA,248,6.4,18.4,0.346,0,0,NA,6.4,18.4,0.346,7.3,9.3,0.781,2.6,2,4.6,1.3,2.3,5.5,20
1 season,NA,STL,NBA,,8,NA,52,5.5,21.5,0.258,NA,NA,NA,5.5,21.5,0.258,2.8,4.8,0.571,NA,NA,4.8,0.7,NA,7.6,13.8
1 season,NA,MIL,NBA,,3,NA,27,2.7,13.3,0.2,NA,NA,NA,2.7,13.3,0.2,6.7,9.3,0.714,NA,NA,2.7,0,NA,5.3,12
