Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,24,STL,NBA,SF,8,NA,52,8,31,0.258,NA,NA,NA,8,31,0.258,0.258,4,7,0.571,NA,NA,7,1,NA,11,20
1968-69,25,TOT,TOT,SF,55,NA,769,149,366,0.407,0,0,NA,149,366,0.407,0.407,132,183,0.721,60,NA,115,29,71,107,430
1968-69,25,TOT,ABA,SF,52,NA,742,147,356,0.413,0,0,NA,147,356,0.413,0.413,127,176,0.722,60,53,113,29,71,103,421
1968-69,25,MIL,NBA,SF,3,NA,27,2,10,0.2,NA,NA,NA,2,10,0.2,0.2,5,7,0.714,NA,NA,2,0,NA,4,9
1968-69,25,LAS,ABA,SF,11,NA,248,44,127,0.346,0,0,NA,44,127,0.346,0.346,50,64,0.781,18,14,32,9,16,38,138
1968-69,25,INA,ABA,SF,41,NA,494,103,229,0.45,0,0,NA,103,229,0.45,0.45,77,112,0.688,42,39,81,20,55,65,283
1969-70,26,INA,ABA,SF,52,NA,415,75,167,0.449,0,1,0,75,166,0.452,0.449,41,57,0.719,43,37,80,16,28,72,191
1970-71,27,INA,ABA,SF,2,NA,9,4,5,0.8,0,0,NA,4,5,0.8,0.8,0,0,NA,3,0,3,1,1,1,8
Career,NA,,TOT,,117,NA,1245,236,569,0.415,0,1,0,236,568,0.415,0.415,177,247,0.717,106,90,205,47,100,191,649
,NA,,ABA,,106,NA,1166,226,528,0.428,0,1,0,226,527,0.429,0.428,168,233,0.721,106,90,196,46,100,176,620
,NA,,NBA,,11,NA,79,10,41,0.244,NA,NA,NA,10,41,0.244,0.244,9,14,0.643,NA,NA,9,1,NA,15,29
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,INA,ABA,,95,NA,918,182,401,0.454,0,1,0,182,400,0.455,0.454,118,169,0.698,88,76,164,37,84,138,482
1 season,NA,LAS,ABA,,11,NA,248,44,127,0.346,0,0,NA,44,127,0.346,0.346,50,64,0.781,18,14,32,9,16,38,138
1 season,NA,STL,NBA,,8,NA,52,8,31,0.258,NA,NA,NA,8,31,0.258,0.258,4,7,0.571,NA,NA,7,1,NA,11,20
1 season,NA,MIL,NBA,,3,NA,27,2,10,0.2,NA,NA,NA,2,10,0.2,0.2,5,7,0.714,NA,NA,2,0,NA,4,9
