Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Doug Edwards,,0.2,0.1,0
Brian Cardinal,74.5,0.2,0,0
David Thirdkill,61.2,0.3,0,0
Luke Jackson,57.1,0.1,0.1,0
Jackie Robinson,53.0,0.2,0.1,0
Easy Parham,49.5,0.3,0.1,0
Alando Tucker,47.1,0.2,0.1,0
Dennis Bell,40.0,0.1,0,0
Jacky Dorsey,39.7,0.2,0.2,-0.1
Victor Claver,39.2,0.2,0.1,-0.1
Ben Davis,36.7,0.1,0.1,0
