,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1990-91,20,FLORIDAST,32,1046,200,385,12,36,112,158,,227,61,32,36,83,97,524,.519,.333,.709,32.7,16.4,7.1,1.9
1991-92,21,FLORIDAST,30,1076,197,385,12,53,106,142,,271,80,48,41,90,95,512,.512,.226,.746,35.9,17.1,9.0,2.7
1992-93,22,FLORIDAST,31,1085,224,424,6,25,114,158,,290,91,43,44,84,102,568,.528,.240,.722,35.0,18.3,9.4,2.9
Career,,,93,3207,621,1194,30,114,332,458,,788,232,123,121,257,294,1604,.520,.263,.725,34.5,17.2,8.5,2.5
