,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2013-14,20,SAC,NBA,SG,82,2187,.376,16.6,.563,.212,.109,.041,.202,.437,.419,.604,.216,.393,.336,.320,.619,.066,34,.947,.269,.425,5,1
2014-15,21,SAC,NBA,SG,82,2670,.437,16.1,.529,.217,.123,.048,.142,.471,.507,.711,.294,.425,.407,.358,.628,.079,60,.914,.366,.413,5,0
2015-16,22,SAC,NBA,SG,68,1443,.429,14.2,.593,.262,.138,.053,.141,.407,.474,.689,.238,.500,.297,.362,.680,.053,21,.925,.389,.347,0,0
2016-17,23,SAC,NBA,SG,61,1176,.430,15.9,.594,.210,.115,.060,.212,.406,.462,.648,.313,.240,.416,.382,.696,.048,18,.908,.306,.442,1,0
2017-18,24,MEM,NBA,SG,56,1091,.421,14.8,.574,.241,.126,.062,.145,.426,.477,.600,.340,.522,.370,.346,.706,.024,8,.964,.283,.378,1,0
2018-19,25,SAC,NBA,SG,19,158,.391,20.1,.359,.125,.063,.031,.141,.641,.348,.500,.000,.000,.444,.415,.875,.031,2,.941,.317,.308,1,0
2019-20,26,HOU,NBA,SG,63,1437,.445,21.4,.170,.143,.026,.002,.000,.830,.688,.776,.167,1.000,,.395,.873,.045,19,.961,.295,.452,1,0
Career,,,NBA,,431,10162,.421,16.6,.504,.211,.106,.043,.143,.496,.477,.667,.269,.413,.369,.363,.674,.057,162,.938,.318,.412,14,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,SAC,NBA,,312,7634,.416,16.0,.557,.220,.119,.049,.170,.443,.465,.664,.261,.387,.369,.354,.651,.064,135,.924,.332,.403,12,1
1 season,,HOU,NBA,,63,1437,.445,21.4,.170,.143,.026,.002,.000,.830,.688,.776,.167,1.000,,.395,.873,.045,19,.961,.295,.452,1,0
1 season,,MEM,NBA,,56,1091,.421,14.8,.574,.241,.126,.062,.145,.426,.477,.600,.340,.522,.370,.346,.706,.024,8,.964,.283,.378,1,0
