,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,20,SAC,NBA,SG,82,2187,,91%,9%,,,-5.7,-5.6,36,36,100,10,56,8,180,11,43
2014-15,21,SAC,NBA,SG,82,2670,,96%,4%,,,-1.0,+8.4,56,47,128,14,65,7,302,13,37
2015-16,22,SAC,NBA,SG,68,1443,2%,88%,11%,,,+0.4,+5.0,22,45,68,13,37,11,182,8,24
2016-17,23,SAC,NBA,SG,61,1176,11%,82%,7%,,,-5.9,-2.8,28,19,60,5,47,5,115,16,22
2017-18,24,MEM,NBA,SG,56,1091,3%,78%,19%,,,-13.7,-9.9,32,15,57,8,26,7,118,5,17
2018-19,25,SAC,NBA,SG,19,158,1%,59%,41%,,,-2.4,-1.5,2,1,10,0,5,2,11,0,3
2019-20,26,HOU,NBA,SG,63,1437,44%,55%,2%,,,+6.9,+5.9,21,8,65,8,25,7,146,3,15
Career,,,NBA,,431,10162,8%,84%,8%,,,-2.6,+1.1,197,171,488,58,261,47,1054,56,161
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,SAC,NBA,,312,7634,2%,90%,8%,,,-2.9,+1.8,144,148,366,42,210,33,790,48,129
1 season,,HOU,NBA,,63,1437,44%,55%,2%,,,+6.9,+5.9,21,8,65,8,25,7,146,3,15
1 season,,MEM,NBA,,56,1091,3%,78%,19%,,,-13.7,-9.9,32,15,57,8,26,7,118,5,17
