Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,21,SYR,NBA,,11,NA,NA,57,148,0.385,74,101,0.733,NA,28,43,188
1950-51,22,SYR,NBA,,7,NA,NA,47,105,0.448,49,64,0.766,102,20,28,143
1951-52,23,SYR,NBA,PF,7,NA,248,41,91,0.451,60,78,0.769,90,15,34,142
1952-53,24,SYR,NBA,PF,2,NA,58,4,16,0.25,10,13,0.769,17,1,7,18
1953-54,25,SYR,NBA,C,13,NA,374,64,140,0.457,80,108,0.741,136,24,40,208
1954-55,26,SYR,NBA,PF,11,NA,363,60,167,0.359,89,106,0.84,141,40,48,209
1955-56,27,SYR,NBA,PF,8,NA,310,52,142,0.366,73,83,0.88,111,27,27,177
1956-57,28,SYR,NBA,PF,5,NA,215,29,95,0.305,49,55,0.891,90,14,18,107
1957-58,29,SYR,NBA,PF,3,NA,131,25,64,0.391,30,36,0.833,45,6,10,80
1958-59,30,SYR,NBA,PF,9,NA,351,78,195,0.4,98,107,0.916,117,41,36,254
1959-60,31,SYR,NBA,PF,3,NA,126,30,66,0.455,28,30,0.933,48,8,10,88
1960-61,32,SYR,NBA,PF,8,NA,308,51,152,0.336,63,70,0.9,91,21,32,165
1961-62,33,SYR,NBA,PF,5,NA,95,24,66,0.364,9,13,0.692,35,5,21,57
1962-63,34,SYR,NBA,PF,5,NA,108,20,44,0.455,11,12,0.917,28,7,17,51
Career,NA,,NBA,,97,NA,2687,582,1491,0.39,723,876,0.825,1051,257,371,1887
