,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1944-45,16,NEWYORKU,11,,46,,,,23,,,,,,,,,115,,,,,10.5,,
1945-46,17,NEWYORKU,22,,54,,,,41,,,,,,,,,149,,,,,6.8,,
1946-47,18,NEWYORKU,21,,66,,,,63,,,,,,,,,195,,,,,9.3,,
1947-48,19,NEWYORKU,26,,124,,,,108,,,,,,,,,356,,,,,13.7,,
Career,,,80,,290,,,,235,,,,,,,,,815,,,,,10.2,,
