,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1949-50,21,SYR,NBA,,11,,14,16,,,6,26
1950-51,22,SYR,NBA,,11,,12,14,,,6,34
1951-52,23,SYR,NBA,,10,,13,16,,,6,31
1952-53,24,SYR,NBA,,2,,6,9,,,5,10
1953-54,25,SYR,NBA,,10,20,16,18,,5,6,36
1954-55,26,SYR,NBA,,8,,14,17,,,6,28
1955-56,27,SYR,NBA,,11,24,12,16,,6,6,33
1956-57,28,SYR,NBA,,8,27,15,19,23,,5,31
1957-58,29,SYR,NBA,,10,27,12,15,17,4,4,32
1958-59,30,SYR,NBA,,14,,16,16,,,5,39
1959-60,31,SYR,NBA,,13,27,14,15,22,4,5,40
1960-61,32,SYR,NBA,,12,28,15,16,15,6,6,32
1961-62,33,SYR,NBA,,10,19,3,5,10,2,5,22
1962-63,34,SYR,NBA,,7,,3,,,,5,17
Career,,,,,14,,16,,,,6,40
