Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
John Rudometkin,,1.6,-0.1,-0.5
LeRon Ellis,78.9,1.6,-0.1,-0.2
Jérôme Moïso,73.0,1.5,-0.1,-0.3
Rodney White,70.9,1.8,-0.2,-0.4
Larry Demic,70.5,1.6,-0.1,-0.1
Dominic McGuire,70.3,1.7,0,-0.2
Art Long,69.4,1.4,-0.1,-0.3
Kris Humphries,59.6,1.5,0.2,-0.3
Georges Niang,58.7,1.3,0,-0.3
Michael Bradley,53.8,1.5,0.1,0
Ron Riley,52.9,1.6,0.2,0
