,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2017-18,22,OKC,NBA,SG,6,28,12%,38%,50%,,,-20.7,-24.1,2,0,1,0,0,0,17,0,1
2018-19,23,ATL,NBA,SG,19,204,,17%,81%,1%,2%,-7.2,-1.4,10,3,10,1,3,1,50,0,5
Career,,,NBA,,25,232,1%,19%,77%,1%,1%,-8.8,-4.1,12,3,11,1,3,1,67,0,6
,,,,,,,,,,,,,,,,,,,,,,
1 season,,ATL,NBA,,19,204,,17%,81%,1%,2%,-7.2,-1.4,10,3,10,1,3,1,50,0,5
1 season,,OKC,NBA,,6,28,12%,38%,50%,,,-20.7,-24.1,2,0,1,0,0,0,17,0,1
