Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Cedric Simmons,,0.3,0,-0.2
William Franklin,10.1,0.3,0.1,-0.2
Lazar Hayward,9.2,0.3,0.1,-0.1
Acie Earl,-6.8,0.3,0.2,-0.2
Henry Ellenson,-15.2,0.4,0.1,-0.2
Eddie Mast,-17.0,0.4,0.1,-0.2
Pops Mensah-Bonsu,-26.0,0.3,0,0
Bob Bigelow,-26.8,0.4,0,0
Scooter McCray,-26.8,0.3,0.1,0
Qyntel Woods,-29.3,0.2,0,-0.2
Joe Courtney,-30.0,0.4,0.1,0
