Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1967-68,25,OAK,ABA,SG,76,1950,11.3,0.498,0.081,0.35,NA,NA,7.6,8,NA,NA,15,16.8,NA,2.3,0.4,2.7,0.066,NA,NA,NA,NA,NA
1968-69,26,NOB,ABA,SG,78,3024,14.5,0.496,0.11,0.319,NA,NA,5.7,10.6,NA,NA,10.9,21.4,NA,2.7,2.9,5.6,0.089,NA,NA,NA,NA,NA
1969-70,27,NOB,ABA,SG,84,3116,16.4,0.508,0.042,0.318,NA,NA,5.7,10,NA,NA,12.4,25,NA,4.1,3,7.1,0.109,NA,NA,NA,NA,NA
1970-71,28,MMP,ABA,SG,83,2923,18,0.53,0.069,0.257,NA,NA,4.6,9.4,NA,NA,9.4,24.2,NA,5.3,2.9,8.2,0.134,NA,NA,NA,NA,NA
1971-72,29,DLC,ABA,SG,84,3091,14.1,0.503,0.058,0.314,2.4,8,5.2,12,NA,NA,11.8,23.3,NA,2.3,3.1,5.4,0.084,NA,NA,NA,NA,NA
1972-73,30,TOT,ABA,SG,80,2129,12.3,0.541,0.035,0.28,2.7,8.2,5.4,7.8,NA,NA,13.1,20.4,NA,3,1.5,4.4,0.1,NA,NA,NA,NA,NA
1972-73,30,DLC,ABA,SG,13,459,10.8,0.508,0.016,0.369,1.3,9.1,5.1,11.2,NA,NA,15.5,21.9,NA,0.3,0.2,0.5,0.052,NA,NA,NA,NA,NA
1972-73,30,CAR,ABA,SG,67,1670,12.7,0.55,0.04,0.256,3.1,7.9,5.5,6.9,NA,NA,12.4,19.9,NA,2.7,1.2,4,0.114,NA,NA,NA,NA,NA
1973-74,31,TOT,ABA,SG,86,2092,10.1,0.484,0.048,0.187,3,8.6,5.7,12.8,0.6,0.4,15.2,21.3,NA,0.1,1,1.1,0.024,NA,-2,-1.8,-3.8,-0.9
1973-74,31,CAR,ABA,SG,44,935,8.3,0.468,0.019,0.162,3.4,7.4,5.4,8.2,0.6,0.5,14.4,19.2,NA,-0.2,0.4,0.3,0.013,NA,-2.7,-2.2,-4.9,-0.7
1973-74,31,DNR,ABA,SG,42,1157,11.5,0.494,0.067,0.204,2.7,9.5,6,16.5,0.5,0.3,15.8,23,NA,0.2,0.6,0.8,0.033,NA,-1.5,-1.4,-2.9,-0.3
1974-75,32,SSL,ABA,SG,69,1884,10.5,0.503,0.029,0.315,2.2,8.2,5.1,13.4,1.3,0.2,16.5,18,NA,0.9,0.7,1.6,0.042,NA,-2.1,-1.2,-3.3,-0.6
1975-76,33,POR,NBA,SG,64,819,12.1,0.491,NA,0.247,1.7,7.5,4.7,11.6,0.9,0.4,NA,NA,NA,0.3,0.5,0.8,0.047,NA,-2.2,-1.6,-3.8,-0.4
Career,NA,,TOT,,704,21028,13.8,0.508,0.059,0.29,2.5,8.2,5.5,10.5,0.9,0.3,12.5,21.8,NA,21,15.9,36.9,0.084,NA,-2.1,-1.5,-3.6,-1.9
,NA,,ABA,,640,20209,13.9,0.509,0.062,0.292,2.6,8.2,5.6,10.5,0.9,0.3,12.5,21.8,NA,20.7,15.4,36.1,0.086,NA,-2.1,-1.5,-3.6,-1.6
,NA,,NBA,,64,819,12.1,0.491,NA,0.247,1.7,7.5,4.7,11.6,0.9,0.4,NA,NA,NA,0.3,0.5,0.8,0.047,NA,-2.2,-1.6,-3.8,-0.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,"NOB,MMP",ABA,,245,9063,16.3,0.512,0.072,0.297,NA,NA,5.3,10,NA,NA,10.9,23.6,NA,12.1,8.8,20.9,0.111,NA,NA,NA,NA,NA
3 seasons,NA,"CAR,SSL",ABA,,180,4489,10.9,0.515,0.031,0.258,2.8,7.9,5.3,9.9,1.1,0.3,14.5,18.9,NA,3.4,2.4,5.8,0.062,NA,-2.3,-1.5,-3.8,-1.3
2 seasons,NA,DLC,ABA,,97,3550,13.7,0.503,0.053,0.321,2.2,8.2,5.2,11.9,NA,NA,12.3,23.1,NA,2.6,3.3,5.9,0.08,NA,NA,NA,NA,NA
1 season,NA,OAK,ABA,,76,1950,11.3,0.498,0.081,0.35,NA,NA,7.6,8,NA,NA,15,16.8,NA,2.3,0.4,2.7,0.066,NA,NA,NA,NA,NA
1 season,NA,POR,NBA,,64,819,12.1,0.491,NA,0.247,1.7,7.5,4.7,11.6,0.9,0.4,NA,NA,NA,0.3,0.5,0.8,0.047,NA,-2.2,-1.6,-3.8,-0.4
1 season,NA,DNR,ABA,,42,1157,11.5,0.494,0.067,0.204,2.7,9.5,6,16.5,0.5,0.3,15.8,23,NA,0.2,0.6,0.8,0.033,NA,-1.5,-1.4,-2.9,-0.3
