Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,27,NOB,ABA,SG,1,NA,18:00,4,9,0.444,0,0,NA,6,6,1,NA,5,1,NA,NA,NA,2,14
1970-71,28,MMP,ABA,SG,1,NA,21:00,4,9,0.444,0,0,NA,1,1,1,0,3,0,NA,NA,1,4,9
1971-72,29,DLC,ABA,SG,1,NA,19:00,3,7,0.429,1,1,1,2,2,1,1,2,3,NA,NA,1,0,9
Career,NA,,ABA,,3,NA,58,11,25,0.44,1,1,1,9,9,1,1,10,4,NA,NA,2,6,32
