,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,26,NOB,ABA,,10,,2,,,,6,9,,,,,,,,,26
1970-71,28,MMP,ABA,,14,,1,,,,4,4,,,,,,,,,31
1971-72,29,DLC,ABA,,9,,0,,,,6,7,,,,,,,,,22
1972-73,30,TOT,ABA,,9,,1,,,,7,8,,,,,,,,,23
1972-73,30,CAR,ABA,,9,,1,,,,7,8,,,,,,,,,23
1973-74,31,TOT,ABA,,5,13,1,3,4,10,0,0,0,2,2,4,0,0,2,4,11
1973-74,31,DNR,ABA,,5,13,1,3,4,10,0,0,0,2,2,4,0,0,2,4,11
1974-75,32,SSL,ABA,,5,,0,,,,4,5,,,,,,,,,14
Career,,,,,14,,2,,,,7,9,,,,,,,,,31
2 Seasons,,"CAR,SSL",ABA,,9,,1,,,,7,8,,,,,,,,,23
2 Seasons,,"MMP,NOB",ABA,,14,,2,,,,6,9,,,,,,,,,31
1 Season,,DLC,ABA,,9,,0,,,,6,7,,,,,,,,,22
1 Season,,DNR,ABA,,5,13,1,3,4,10,0,0,0,2,2,4,0,0,2,4,11
