Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1961-62,24,LAL,NBA,C,4,12,14.6,0.394,0.25,NA,NA,NA,13.3,NA,0,0,0,-0.047
Career,NA,,NBA,,4,12,14.6,0.394,0.25,NA,NA,NA,13.3,NA,0,0,0,-0.047
