Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,24,CHS,BAA,NA,48,NA,NA,NA,NA,0.264,NA,NA,0.603,NA,NA,NA,NA
1948-49,25,CHS,BAA,NA,56,NA,NA,NA,NA,0.338,NA,NA,0.724,NA,NA,NA,NA
1949-50,26,TRI,NBA,NA,35,NA,NA,NA,NA,0.338,NA,NA,0.717,NA,NA,NA,NA
1950-51,27,TRI,NBA,NA,29,NA,NA,NA,NA,0.404,NA,NA,0.701,NA,NA,NA,NA
1951-52,28,MLH,NBA,NA,7,NA,118,2.1,7.9,0.269,2.7,4.3,0.643,4.6,2.7,5.5,7
Career,NA,,TOT,NA,175,NA,118,2.1,7.9,0.315,2.7,4.3,0.687,4.6,2.7,5.5,7
,NA,,BAA,NA,104,NA,NA,NA,NA,0.302,NA,NA,0.674,NA,NA,NA,NA
,NA,,NBA,NA,71,NA,118,2.1,7.9,0.351,2.7,4.3,0.706,4.6,2.7,5.5,7
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CHS,BAA,NA,104,NA,NA,NA,NA,0.302,NA,NA,0.674,NA,NA,NA,NA
3 seasons,NA,"TRI,MLH",NBA,NA,71,NA,118,2.1,7.9,0.351,2.7,4.3,0.706,4.6,2.7,5.5,7
