Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,24,CHS,BAA,NA,48,NA,NA,163,617,0.264,76,126,0.603,NA,49,193,402
1948-49,25,CHS,BAA,NA,56,NA,NA,222,657,0.338,131,181,0.724,NA,167,217,575
1949-50,26,TRI,NBA,NA,35,NA,NA,110,325,0.338,86,120,0.717,NA,121,145,306
1950-51,27,TRI,NBA,NA,29,NA,NA,46,114,0.404,47,67,0.701,94,57,98,139
1951-52,28,MLH,NBA,NA,7,NA,118,7,26,0.269,9,14,0.643,15,9,18,23
Career,NA,,TOT,NA,175,NA,118,548,1739,0.315,349,508,0.687,109,403,671,1445
,NA,,BAA,NA,104,NA,NA,385,1274,0.302,207,307,0.674,NA,216,410,977
,NA,,NBA,NA,71,NA,118,163,465,0.351,142,201,0.706,109,187,261,468
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CHS,BAA,NA,104,NA,NA,385,1274,0.302,207,307,0.674,NA,216,410,977
3 seasons,NA,"TRI,MLH",NBA,NA,71,NA,118,163,465,0.351,142,201,0.706,109,187,261,468
