Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1970-71,23,BAL,NBA,SG,15,67,5.1,0.341,NA,0.2,NA,NA,9,9.1,NA,NA,NA,NA,-0.3,0.1,-0.2,-0.119
1971-72,24,NYA,ABA,SG,3,9,-22.8,0.694,0,1,NA,NA,5.6,0,NA,67.6,19.9,NA,0,0,0,0.108
Career,NA,,TOT,,18,76,1.8,0.354,0,0.222,NA,NA,8.6,8,NA,67.6,19.9,NA,-0.2,0.1,-0.1,-0.092
,NA,,NBA,,15,67,5.1,0.341,NA,0.2,NA,NA,9,9.1,NA,NA,NA,NA,-0.3,0.1,-0.2,-0.119
,NA,,ABA,,3,9,-22.8,0.694,0,1,NA,NA,5.6,0,NA,67.6,19.9,NA,0,0,0,0.108
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BAL,NBA,,15,67,5.1,0.341,NA,0.2,NA,NA,9,9.1,NA,NA,NA,NA,-0.3,0.1,-0.2,-0.119
1 season,NA,NYA,ABA,,3,9,-22.8,0.694,0,1,NA,NA,5.6,0,NA,67.6,19.9,NA,0,0,0,0.108
