Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1970-71,23,BAL,NBA,SG,50,NA,4.5,0.7,2.3,0.296,NA,NA,NA,0.7,2.3,0.296,0.296,0.3,0.6,0.536,NA,NA,0.5,0.1,NA,NA,0.9,1.7
1971-72,24,TOT,TOT,SG,40,NA,13.8,2.3,6.5,0.347,0,0,0,2.3,6.5,0.349,0.347,0.7,1,0.634,0.1,NA,1.9,0.8,NA,0.2,2,5.2
1971-72,24,BAL,NBA,SG,28,NA,16.8,3,8.2,0.362,NA,NA,NA,3,8.2,0.362,0.362,0.8,1.3,0.629,NA,NA,2.3,1.1,NA,NA,2.2,6.7
1971-72,24,NYA,ABA,SG,12,NA,6.8,0.6,2.5,0.233,0,0.1,0,0.6,2.4,0.241,0.233,0.3,0.5,0.667,0.4,0.4,0.8,0.2,NA,0.8,1.3,1.5
Career,NA,,TOT,,90,NA,8.7,1.4,4.2,0.332,0,0.1,0,1.4,4.1,0.332,0.332,0.5,0.8,0.594,0.4,0.4,1.1,0.4,NA,0.8,1.3,3.2
,NA,,NBA,,78,NA,8.9,1.5,4.4,0.34,NA,NA,NA,1.5,4.4,0.34,0.34,0.5,0.8,0.587,NA,NA,1.2,0.5,NA,NA,1.3,3.5
,NA,,ABA,,12,NA,6.8,0.6,2.5,0.233,0,0.1,0,0.6,2.4,0.241,0.233,0.3,0.5,0.667,0.4,0.4,0.8,0.2,NA,0.8,1.3,1.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BAL,NBA,,78,NA,8.9,1.5,4.4,0.34,NA,NA,NA,1.5,4.4,0.34,0.34,0.5,0.8,0.587,NA,NA,1.2,0.5,NA,NA,1.3,3.5
1 season,NA,NYA,ABA,,12,NA,6.8,0.6,2.5,0.233,0,0.1,0,0.6,2.4,0.241,0.233,0.3,0.5,0.667,0.4,0.4,0.8,0.2,NA,0.8,1.3,1.5
