,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1970-71,23,BAL,NBA,,3,7,,,,,2,3,,,2,2,,,3,6
1971-72,24,NYA,ABA,,1,1,0,0,1,1,0,1,,,1,0,,2,3,2
Career,,,TOT,,3,7,,,1,,2,3,,,2,2,,,3,6
,,,NBA,,3,7,,,,,2,3,,,2,2,,,3,6
,,,ABA,,1,1,0,0,1,1,0,1,,,1,0,,2,3,2
,,,,,,,,,,,,,,,,,,,,
1 Season,,BAL,NBA,,3,7,,,,,2,3,,,2,2,,,3,6
1 Season,,NYA,ABA,,1,1,0,0,1,1,0,1,,,1,0,,2,3,2
