,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,24,PHO,NBA,PG,19,149,84%,16%,,,,-16.9,-10.3,9,7,3,0,3,2,71,0,4
2013-14,25,UTA,NBA,PG,71,1048,82%,18%,,,,-5.7,+3.1,52,11,38,2,3,5,277,0,13
Career,,,NBA,,90,1197,82%,17%,,,,-7.1,+1.4,61,18,41,2,6,7,348,0,17
,,,,,,,,,,,,,,,,,,,,,,
1 season,,UTA,NBA,,71,1048,82%,18%,,,,-5.7,+3.1,52,11,38,2,3,5,277,0,13
1 season,,PHO,NBA,,19,149,84%,16%,,,,-16.9,-10.3,9,7,3,0,3,2,71,0,4
