,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1993-94,18,MEMPHIS,28,733,70,179,13,52,26,40,,78,124,,,,,179,.391,.250,.650,26.2,6.4,2.8,4.4
1994-95,19,MEMPHIS,34,1165,85,202,7,49,48,99,,114,217,,,,,225,.421,.143,.485,34.3,6.6,3.4,6.4
1995-96,20,MEMPHIS,30,1014,92,201,18,49,26,46,,104,171,,,,,228,.458,.367,.565,33.8,7.6,3.5,5.7
1996-97,21,MEMPHIS,31,1005,85,194,23,83,18,26,,81,127,,,,,211,.438,.277,.692,32.4,6.8,2.6,4.1
Career,,,123,3917,332,776,61,233,118,211,,377,639,,,,,843,.428,.262,.559,31.8,6.9,3.1,5.2
