Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1975-76,24,DET,NBA,SG,17,NA,112,3.7,11.8,0.31,4.1,6.5,0.625,1.2,0,1.2,3.3,0.8,0.4,6.9,11.4,NA,NA,107
1976-77,25,ATL,NBA,PG,6,NA,63,4.4,8.7,0.5,3.6,5.8,0.625,0,1.5,1.5,8,0.7,0,9.5,12.4,NA,NA,107
Career,NA,,NBA,,23,NA,175,3.9,10.7,0.366,3.9,6.3,0.625,0.8,0.5,1.3,5,0.8,0.3,7.8,11.8,NA,NA,107
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DET,NBA,,17,NA,112,3.7,11.8,0.31,4.1,6.5,0.625,1.2,0,1.2,3.3,0.8,0.4,6.9,11.4,NA,NA,107
1 season,NA,ATL,NBA,,6,NA,63,4.4,8.7,0.5,3.6,5.8,0.625,0,1.5,1.5,8,0.7,0,9.5,12.4,NA,NA,107
