Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1975-76,24,DET,NBA,SG,17,NA,6.6,0.5,1.7,0.31,0.6,0.9,0.625,0.2,0,0.2,0.5,0.1,0.1,1,1.6
1976-77,25,ATL,NBA,PG,6,NA,10.5,1,2,0.5,0.8,1.3,0.625,0,0.3,0.3,1.8,0.2,0,2.2,2.8
Career,NA,,NBA,,23,NA,7.6,0.7,1.8,0.366,0.7,1,0.625,0.1,0.1,0.2,0.8,0.1,0,1.3,2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DET,NBA,,17,NA,6.6,0.5,1.7,0.31,0.6,0.9,0.625,0.2,0,0.2,0.5,0.1,0.1,1,1.6
1 season,NA,ATL,NBA,,6,NA,10.5,1,2,0.5,0.8,1.3,0.625,0,0.3,0.3,1.8,0.2,0,2.2,2.8
