,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,22,CHO,NBA,C,81,1708,,,,,100%,-0.1,-5.2,8,27,70,16,63,2,245,17,48
2016-17,23,CHO,NBA,C,75,1954,,,,17%,83%,+0.9,+1.0,28,21,82,10,75,2,385,19,37
2017-18,24,CHO,NBA,PF,79,1835,,,,71%,29%,-2.2,-4.4,27,15,61,10,93,3,306,24,39
2018-19,25,CHO,NBA,C,47,755,,,,,100%,-0.1,+1.5,12,12,34,10,51,6,150,16,12
2019-20,26,PHO,NBA,C,32,718,,,,,100%,-2.2,-1.5,10,9,40,5,40,7,172,9,18
Career,,,NBA,,314,6970,,,,23%,77%,-0.6,-2.2,85,84,287,51,322,20,1258,85,154
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,CHO,NBA,,282,6252,,,,26%,74%,-0.4,-2.2,75,75,247,46,282,13,1086,76,136
1 season,,PHO,NBA,,32,718,,,,,100%,-2.2,-1.5,10,9,40,5,40,7,172,9,18
