Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1978-79,22,IND,NBA,SG,52,NA,649,5.8,12.3,0.474,2.5,3.2,0.8,1.8,3,4.8,4,2.1,0.1,3.2,4.3,14.2,NA,99,106
Career,NA,,NBA,,52,NA,649,5.8,12.3,0.474,2.5,3.2,0.8,1.8,3,4.8,4,2.1,0.1,3.2,4.3,14.2,NA,99,106
