Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1978-79,22,IND,NBA,SG,52,649,9.7,0.518,0.257,4,6.8,5.4,11.3,2.1,0.1,18.8,14.4,NA,0.2,0.5,0.7,0.049,NA,-2.6,0.4,-2.2,0
Career,NA,,NBA,,52,649,9.7,0.518,0.257,4,6.8,5.4,11.3,2.1,0.1,18.8,14.4,NA,0.2,0.5,0.7,0.049,NA,-2.6,0.4,-2.2,0
