,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,20,DET,NBA,SG,80,1583,6%,91%,3%,,,-1.5,+4.3,12,8,83,5,27,7,126,8,18
2014-15,21,DET,NBA,SG,82,2587,,81%,19%,,,+1.0,+7.1,39,36,82,6,70,12,255,16,32
2015-16,22,DET,NBA,SG,76,2789,,100%,,,,+2.6,+7.6,32,48,74,9,99,21,335,27,35
2016-17,23,DET,NBA,SG,76,2529,,100%,,,,-3.7,-6.1,46,30,56,4,67,8,444,13,29
2017-18,24,LAL,NBA,SG,74,2458,11%,75%,14%,,,-1.2,+0.9,54,28,59,2,72,17,380,16,20
2018-19,25,LAL,NBA,SG,82,2035,27%,66%,8%,,,-4.0,-4.5,34,20,50,5,48,42,251,14,18
2019-20,26,LAL,NBA,SG,63,1603,,33%,60%,7%,,+6.8,-1.6,35,12,56,3,38,19,253,7,12
Career,,,NBA,,533,15584,6%,80%,13%,1%,,-0.1,+1.4,252,182,460,34,421,126,2044,101,164
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,DET,NBA,,314,9488,1%,93%,6%,,,-0.2,+3.3,129,122,295,24,263,48,1160,64,114
3 seasons,,LAL,NBA,,219,6096,13%,61%,24%,2%,,-0.1,-1.6,123,60,165,10,158,78,884,37,50
