Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1972-73,23,MMT,ABA,SF,9,74,2.8,0.365,0,0.294,2.6,13.4,7.9,6.6,NA,NA,17.2,12.1,NA,-0.1,0,-0.1,-0.07
Career,NA,,ABA,,9,74,2.8,0.365,0,0.294,2.6,13.4,7.9,6.6,NA,NA,17.2,12.1,NA,-0.1,0,-0.1,-0.07
