,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1992-93,22,LAC,NBA,,10,16,0,1,10,16,3,8,6,8,13,1,2,2,3,6,20,17.0
1997-98,27,MIN,NBA,7:58,0,1,0,0,0,1,1,2,1,1,2,0,0,0,1,0,1,-0.1
1998-99,28,HOU,NBA,11:16,0,4,0,0,0,4,1,2,0,2,2,0,0,2,0,2,1,-0.2
Career,,,,11:16,10,16,0,1,10,16,3,8,6,8,13,1,2,2,3,6,20,17.0
1 Season,,LAC,NBA,,10,16,0,1,10,16,3,8,6,8,13,1,2,2,3,6,20,17.0
1 Season,,HOU,NBA,11:16,0,4,0,0,0,4,1,2,0,2,2,0,0,2,0,2,1,-0.2
1 Season,,MIN,NBA,7:58,0,1,0,0,0,1,1,2,1,1,2,0,0,0,1,0,1,-0.1
