Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992-93,22,LAC,NBA,C,5,5,149,6.3,12.1,0.52,0,0.2,0,6.3,11.8,0.531,1.2,4.3,0.278,4.1,5.8,9.9,0.2,0.7,0.7,2.4,5.8,13.8
1997-98,27,MIN,NBA,C,1,0,8,0,4.5,0,0,0,NA,0,4.5,0,4.5,9,0.5,4.5,4.5,9,0,0,0,4.5,0,4.5
1998-99,28,HOU,NBA,C,3,0,20,0,10.8,0,0,0,NA,0,10.8,0,1.8,3.6,0.5,0,5.4,5.4,0,0,7.2,0,9,1.8
Career,NA,,NBA,,9,5,177,5.3,11.6,0.456,0,0.2,0,5.3,11.4,0.464,1.4,4.5,0.318,3.7,5.7,9.4,0.2,0.6,1.4,2.2,5.9,12
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,LAC,NBA,,5,5,149,6.3,12.1,0.52,0,0.2,0,6.3,11.8,0.531,1.2,4.3,0.278,4.1,5.8,9.9,0.2,0.7,0.7,2.4,5.8,13.8
1 season,NA,HOU,NBA,,3,0,20,0,10.8,0,0,0,NA,0,10.8,0,1.8,3.6,0.5,0,5.4,5.4,0,0,7.2,0,9,1.8
1 season,NA,MIN,NBA,,1,0,8,0,4.5,0,0,0,NA,0,4.5,0,4.5,9,0.5,4.5,4.5,9,0,0,0,4.5,0,4.5
