,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,24,LAL,NBA,SG,17,71,17%,61%,22%,,,+8.1,+0.5,3,1,1,1,5,1,19,1,3
2009-10,26,TOT,NBA,SF-SG,7,113,,4%,96%,,,-12.1,-13.8,7,0,7,1,3,0,35,0,2
2009-10,26,CLE,NBA,SG,3,5,,93%,7%,,,-44.4,-51.9,3,0,0,0,0,0,0,0,0
2009-10,26,GSW,NBA,SF,4,108,,,100%,,,-10.8,-7.3,4,0,7,1,3,0,35,0,2
Career,,,NBA,,24,184,7%,26%,67%,,,-4.3,-8.3,10,1,8,2,8,1,54,1,5
,,,,,,,,,,,,,,,,,,,,,,
1 season,,LAL,NBA,,17,71,17%,61%,22%,,,+8.1,+0.5,3,1,1,1,5,1,19,1,3
1 season,,GSW,NBA,,4,108,,,100%,,,-10.8,-7.3,4,0,7,1,3,0,35,0,2
1 season,,CLE,NBA,,3,5,,93%,7%,,,-44.4,-51.9,3,0,0,0,0,0,0,0,0
