Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1971-72,23,CHI,NBA,SF,67,730,13.8,0.459,0.191,NA,NA,11.9,5,NA,NA,NA,NA,NA,-0.2,1.4,1.1,0.076,NA,NA,NA,NA,NA
1972-73,24,CHI,NBA,PF,43,407,15.7,0.474,0.134,NA,NA,14.5,6.2,NA,NA,NA,NA,NA,0.2,0.8,1,0.112,NA,NA,NA,NA,NA
1973-74,25,CHI,NBA,SF,73,1229,15.4,0.483,0.175,7.1,17.1,12,4.4,0.9,1.7,NA,NA,NA,0.8,1.9,2.7,0.104,NA,-0.2,-0.7,-0.9,0.3
1974-75,26,TOT,NBA,SF,58,1163,13.4,0.524,0.192,7.4,16.3,11.9,2.5,0.9,1.2,NA,NA,NA,1.6,0.8,2.4,0.101,NA,0,-1.4,-1.4,0.2
1974-75,26,NYK,NBA,SF,17,133,8.4,0.413,0.25,10.1,19.9,14.9,2,1,0.4,NA,NA,NA,0,0.1,0.1,0.033,NA,-3.3,-0.7,-4,-0.1
1974-75,26,DET,NBA,SF,41,1030,14,0.535,0.186,7.1,15.9,11.5,2.5,0.9,1.3,NA,NA,NA,1.7,0.7,2.3,0.109,NA,0.4,-1.5,-1,0.3
1975-76,27,DET,NBA,SF,75,1482,13,0.494,0.153,5.6,15.2,10.3,2.4,1,1.3,NA,NA,NA,1.4,0.9,2.4,0.076,NA,-0.5,-1.4,-1.9,0
1976-77,28,DET,NBA,PF,78,2200,13.6,0.509,0.125,7.3,14.3,10.8,3.2,1,1.7,NA,NA,NA,2.7,1.4,4.1,0.089,NA,0.1,-1.4,-1.3,0.4
1977-78,29,TOT,NBA,SF,63,1323,17.4,0.528,0.244,7,13.8,10.3,4.9,1,1.5,7.3,21.2,NA,2.8,1.1,3.9,0.142,NA,1.5,-0.8,0.8,0.9
1977-78,29,DET,NBA,SF,8,107,7,0.391,0.163,5,11.6,8.3,2.5,1.2,2.4,9.8,18.3,NA,-0.1,0.1,0,-0.004,NA,-3.8,-0.4,-4.1,-0.1
1977-78,29,NJN,NBA,SF,55,1216,18.3,0.537,0.25,7.2,14,10.4,5.1,0.9,1.4,7.1,21.5,NA,2.9,1,3.9,0.155,NA,2,-0.8,1.2,1
Career,NA,,NBA,,457,8534,14.4,0.5,0.171,6.9,15.2,11.2,3.7,0.9,1.5,7.3,21.2,NA,9.3,8.3,17.6,0.099,NA,0.2,-1.2,-1,1.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,DET,NBA,,202,4819,13.4,0.506,0.146,6.7,14.8,10.7,2.8,1,1.5,9.8,18.3,NA,5.7,3.1,8.8,0.088,NA,-0.1,-1.4,-1.5,0.6
3 seasons,NA,CHI,NBA,,183,2366,15,0.474,0.173,7.1,17.1,12.4,4.9,0.9,1.7,NA,NA,NA,0.8,4,4.8,0.097,NA,-0.2,-0.7,-0.9,0.3
1 season,NA,NJN,NBA,,55,1216,18.3,0.537,0.25,7.2,14,10.4,5.1,0.9,1.4,7.1,21.5,NA,2.9,1,3.9,0.155,NA,2,-0.8,1.2,1
1 season,NA,NYK,NBA,,17,133,8.4,0.413,0.25,10.1,19.9,14.9,2,1,0.4,NA,NA,NA,0,0.1,0.1,0.033,NA,-3.3,-0.7,-4,-0.1
