Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1973-74,25,CHI,NBA,SF,11,NA,150,8.9,29,0.307,2,2,1,4.9,9.6,14.5,1.6,1.3,1.6,NA,4.9,19.8,NA,NA,101
1974-75,26,DET,NBA,SF,3,NA,92,12.1,22.2,0.548,3.2,3.7,0.857,4.2,6.3,10.6,0,2.6,0.5,NA,2.6,27.5,NA,NA,98
1975-76,27,DET,NBA,SF,9,NA,213,10.9,20.8,0.526,3.2,3.6,0.882,4.7,4.3,9,1.3,1.5,1.1,NA,5.1,25.1,NA,NA,109
1976-77,28,DET,NBA,PF,3,NA,98,13.9,22.5,0.617,1,1.9,0.5,2.9,5.3,8.1,1,1,1.9,NA,3.4,28.7,NA,NA,111
Career,NA,,NBA,,26,NA,553,11.1,23.5,0.474,2.5,2.9,0.853,4.4,6.2,10.5,1.1,1.5,1.3,NA,4.4,24.7,NA,NA,106
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DET,NBA,,15,NA,403,11.9,21.5,0.554,2.7,3.2,0.821,4.2,5,9.1,0.9,1.6,1.2,NA,4.2,26.5,NA,NA,107
1 season,NA,CHI,NBA,,11,NA,150,8.9,29,0.307,2,2,1,4.9,9.6,14.5,1.6,1.3,1.6,NA,4.9,19.8,NA,NA,101
