,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2002-03,24,CHI,NBA,C,55,682,,,1%,57%,41%,-3.0,+3.0,6,24,63,14,50,0,34,15,33
2003-04,25,TOT,NBA,C-PF,62,766,,,4%,47%,49%,-7.3,-2.0,10,15,77,5,37,0,44,10,27
2003-04,25,CHI,NBA,PF,14,147,,,2%,79%,19%,-11.9,-5.2,3,4,20,3,4,0,10,0,8
2003-04,25,TOR,NBA,C,36,487,,,,29%,71%,-1.6,+2.0,5,8,44,2,27,0,22,10,15
2003-04,25,WAS,NBA,PF,12,132,,,21%,79%,,-21.8,-16.4,2,3,13,0,6,0,12,0,4
2004-05,26,NOH,NBA,PF,4,36,,,50%,50%,,-30.1,-22.0,1,1,5,2,1,0,0,0,2
2005-06,27,TOT,NBA,C-PF,41,400,,,,19%,81%,+2.2,+5.5,2,7,31,5,19,7,9,5,15
2005-06,27,HOU,NBA,C,23,281,,,,1%,99%,+6.0,+8.1,2,4,26,4,11,6,5,3,10
2005-06,27,CHA,NBA,PF,18,119,,,,60%,40%,-6.0,-1.7,0,3,5,1,8,1,4,2,5
Career,,,NBA,,162,1884,,,3%,45%,52%,-4.1,+1.0,19,47,176,26,107,7,87,30,77
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHI,NBA,,69,829,,,1%,61%,37%,-4.6,+1.6,9,28,83,17,54,0,44,15,41
1 season,,TOR,NBA,,36,487,,,,29%,71%,-1.6,+2.0,5,8,44,2,27,0,22,10,15
1 season,,HOU,NBA,,23,281,,,,1%,99%,+6.0,+8.1,2,4,26,4,11,6,5,3,10
1 season,,CHA,NBA,,18,119,,,,60%,40%,-6.0,-1.7,0,3,5,1,8,1,4,2,5
1 season,,WAS,NBA,,12,132,,,21%,79%,,-21.8,-16.4,2,3,13,0,6,0,12,0,4
1 season,,NOH,NBA,,4,36,,,50%,50%,,-30.1,-22.0,1,1,5,2,1,0,0,0,2
