,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1978-79,22,WSB,NBA,,6,,,,,,5,5,,,,,,,,,15,
1979-80,23,WSB,NBA,,6,,0,,,,6,8,,,,,,,,,13,
1980-81,24,SAS,NBA,,11,,0,,,,8,10,,,,,,,,,24,
1981-82,25,SAS,NBA,,11,,1,,,,8,8,,,,,,,,,25,
1982-83,26,CHI,NBA,,15,29,0,,15,,17,19,,,22,8,,,,6,35,
1983-84,27,CHI,NBA,,13,22,1,2,13,22,14,17,8,11,18,8,4,6,7,6,29,26.0
1984-85,28,CHI,NBA,,11,15,0,1,11,15,8,8,6,10,13,7,3,5,6,6,23,22.0
1985-86,29,CHI,NBA,,8,14,1,2,8,14,8,11,7,12,15,9,2,5,6,5,23,27.8
1986-87,30,CHI,NBA,,10,18,0,1,10,18,6,8,8,12,17,9,3,3,5,6,26,24.7
1987-88,31,CHI,NBA,,9,17,1,2,9,17,9,12,7,11,14,7,3,5,6,6,21,26.0
1988-89,32,CHI,NBA,,11,20,1,1,11,20,7,7,4,9,11,5,2,4,4,5,23,19.7
1989-90,33,ORL,NBA,,6,12,0,0,6,12,0,2,5,7,9,2,2,0,3,5,12,9.1
1990-91,34,SEA,NBA,,3,6,0,0,3,6,4,6,3,3,4,1,2,1,1,2,10,8.1
Career,,,,,15,,,,,,17,19,,,,,,,,,35,
7 Seasons,,CHI,NBA,,15,29,1,,15,,17,19,,,22,9,,,,6,35,
2 Seasons,,SAS,NBA,,11,,1,,,,8,10,,,,,,,,,25,
2 Seasons,,WSB,NBA,,6,,,,,,6,8,,,,,,,,,15,
1 Season,,SEA,NBA,,3,6,0,0,3,6,4,6,3,3,4,1,2,1,1,2,10,8.1
1 Season,,ORL,NBA,,6,12,0,0,6,12,0,2,5,7,9,2,2,0,3,5,12,9.1
