,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1974-75,18,DEPAUL,25,,134,309,,,36,56,,216,,,,,,304,.434,,.643,,12.2,8.6,
1975-76,19,DEPAUL,29,,181,386,,,88,124,,256,,,,,,450,.469,,.710,,15.5,8.8,
1976-77,20,DEPAUL,27,,219,448,,,74,97,,339,,,,,,512,.489,,.763,,19.0,12.6,
1977-78,21,DEPAUL,30,,255,462,,,120,152,,340,,,,,,630,.552,,.789,,21.0,11.3,
Career,,,111,,789,1605,,,318,429,,1151,,,,,,1896,.492,,.741,,17.1,10.4,
