Season,Team,Lg,Salary
1984-85,Chicago Bulls,NBA,"$660,000"
1985-86,Chicago Bulls,NBA,"$710,000"
1986-87,Chicago Bulls,NBA,"$710,000"
1987-88,Chicago Bulls,NBA,"$700,000"
1988-89,Chicago Bulls,NBA,"$500,000"
1990-91,Seattle SuperSonics,NBA,"$300,000"
1991-92,Seattle SuperSonics,NBA,"$300,000"
Career,(may be incomplete),,"$3,880,000"
