Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Howie Dallmar,,7,5.9,2.2
Shawn Kemp,95.5,6.7,6.1,2.1
Juwan Howard,94.0,7,5.6,2.8
Eddie Johnson,93.3,7.4,5.6,1.8
Toby Knight,92.9,7.3,5.7,1.6
Sonny Parker,92.8,7,6.2,3
Kenyon Martin,92.4,7.1,4.9,2.1
Greg Smith,92.4,6.8,5.5,2.7
Rasheed Wallace,92.2,7.6,6.4,2.3
Raef LaFrentz,91.5,6.8,5.9,1.2
Giannis Antetokounmpo,91.4,7.1,6.2,1.2
