,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,24,PHW,BAA,,9,,8,,,,,22
1947-48,25,PHW,BAA,,13,,9,,,,,32
1948-49,26,PHW,BAA,,7,,8,8,,,,22
Career,,,,,13,,9,,,,,32
