,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,20,IND,NBA,PF,3,40,,,70%,30%,,-40.9,-41.6,0,0,3,1,1,0,7,0,4
2002-03,22,IND,NBA,SF,6,103,,1%,54%,45%,,-7.3,-1.5,4,1,6,5,1,0,11,0,1
2003-04,23,IND,NBA,PF,16,427,,,8%,92%,,+6.6,+3.0,5,8,12,7,26,0,30,4,10
2006-07,26,GSW,NBA,PF,11,262,,,,26%,74%,+1.6,+0.2,4,0,20,4,15,0,13,4,11
2010-11,30,DEN,NBA,PF,5,70,,,,100%,1%,-5.2,+0.4,1,2,5,1,2,0,13,0,2
2011-12,31,DEN,NBA,PF,7,163,,,,81%,19%,+1.6,+2.6,2,0,4,1,5,0,12,1,10
2013-14,33,WAS,NBA,PF,7,59,,,,95%,5%,-15.5,-18.6,0,2,7,2,3,0,0,0,0
Career,,,NBA,,55,1124,,,10%,69%,20%,-0.2,-1.0,16,13,57,21,53,0,86,9,38
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,IND,NBA,,25,570,,,20%,79%,,+0.7,-1.0,9,9,21,13,28,0,48,4,15
2 seasons,,DEN,NBA,,12,233,,,,87%,13%,-0.5,+1.9,3,2,9,2,7,0,25,1,12
1 season,,GSW,NBA,,11,262,,,,26%,74%,+1.6,+0.2,4,0,20,4,15,0,13,4,11
1 season,,WAS,NBA,,7,59,,,,95%,5%,-15.5,-18.6,0,2,7,2,3,0,0,0,0
