Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2000-01,20,IND,NBA,PF,3,0,40,2.8,17.9,0.154,0,2.8,0,2.8,15.2,0.182,1.4,2.8,0.5,4.1,1.4,5.5,4.1,0,0,1.4,11,6.9,NA,58,115
2002-03,22,IND,NBA,SF,6,0,103,3.7,17.3,0.212,0,2.1,0,3.7,15.2,0.241,2.1,3.1,0.667,3.7,7.9,11.5,2.6,3.1,1.6,5.2,11,9.4,NA,56,103
2003-04,23,IND,NBA,PF,16,2,427,7.8,18.2,0.429,0.3,0.7,0.4,7.5,17.6,0.43,3.9,7.2,0.545,4.3,9,13.3,1.6,3,1.2,3.6,7.3,19.8,NA,90,91
2006-07,26,GSW,NBA,PF,11,5,262,7.5,18.8,0.398,2.9,7.3,0.395,4.6,11.5,0.4,3.7,5.8,0.633,3.3,6.5,9.8,1.2,1,1.3,1.9,7.7,21.5,NA,105,111
2010-11,30,DEN,NBA,PF,5,0,70,7.3,16,0.455,3.6,7.3,0.5,3.6,8.7,0.417,2.2,2.9,0.75,0.7,4.4,5.1,3.6,2.2,0,2.9,5.1,20.4,NA,105,110
2011-12,31,DEN,NBA,PF,7,0,163,7.8,24.4,0.32,3.3,11.4,0.286,4.6,13,0.35,3.3,4.9,0.667,2.3,7.5,9.8,2,1,0.3,1,4.2,22.2,NA,98,109
2013-14,33,WAS,NBA,PF,7,0,59,5.6,13.9,0.4,0,6.5,0,5.6,7.4,0.75,4.6,6.5,0.714,0.9,13.9,14.8,0,2.8,0,3.7,13,15.8,NA,82,96
Career,NA,,NBA,,55,7,1124,7,18.8,0.374,1.5,4.8,0.317,5.5,14,0.393,3.4,5.7,0.605,3.3,7.7,11,1.8,2,1,2.9,7.6,19,NA,91,102
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,IND,NBA,,25,2,570,6.7,18,0.371,0.2,1.1,0.182,6.5,17,0.383,3.4,6.1,0.556,4.2,8.2,12.4,1.9,2.8,1.2,3.8,8.2,17,NA,82,95
2 seasons,NA,DEN,NBA,,12,0,233,7.7,21.8,0.351,3.4,10.1,0.333,4.3,11.7,0.365,2.9,4.3,0.684,1.8,6.5,8.3,2.5,1.4,0.2,1.6,4.5,21.6,NA,100,109
1 season,NA,GSW,NBA,,11,5,262,7.5,18.8,0.398,2.9,7.3,0.395,4.6,11.5,0.4,3.7,5.8,0.633,3.3,6.5,9.8,1.2,1,1.3,1.9,7.7,21.5,NA,105,111
1 season,NA,WAS,NBA,,7,0,59,5.6,13.9,0.4,0,6.5,0,5.6,7.4,0.75,4.6,6.5,0.714,0.9,13.9,14.8,0,2.8,0,3.7,13,15.8,NA,82,96
