Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-01,20,IND,NBA,PF,3,0,40,1.8,11.7,0.154,0,1.8,0,1.8,9.9,0.182,0.9,1.8,0.5,2.7,0.9,3.6,2.7,0,0,0.9,7.2,4.5
2002-03,22,IND,NBA,SF,6,0,103,2.4,11.5,0.212,0,1.4,0,2.4,10.1,0.241,1.4,2.1,0.667,2.4,5.2,7.7,1.7,2.1,1,3.5,7.3,6.3
2003-04,23,IND,NBA,PF,16,2,427,5.1,11.8,0.429,0.2,0.4,0.4,4.9,11.4,0.43,2.5,4.6,0.545,2.8,5.8,8.6,1,1.9,0.8,2.4,4.7,12.8
2006-07,26,GSW,NBA,PF,11,5,262,5.4,13.5,0.398,2.1,5.2,0.395,3.3,8.2,0.4,2.6,4.1,0.633,2.3,4.7,7,0.8,0.7,1,1.4,5.5,15.4
2010-11,30,DEN,NBA,PF,5,0,70,5.1,11.3,0.455,2.6,5.1,0.5,2.6,6.2,0.417,1.5,2.1,0.75,0.5,3.1,3.6,2.6,1.5,0,2.1,3.6,14.4
2011-12,31,DEN,NBA,PF,7,0,163,5.3,16.6,0.32,2.2,7.7,0.286,3.1,8.8,0.35,2.2,3.3,0.667,1.5,5.1,6.6,1.3,0.7,0.2,0.7,2.9,15
2013-14,33,WAS,NBA,PF,7,0,59,3.7,9.2,0.4,0,4.3,0,3.7,4.9,0.75,3.1,4.3,0.714,0.6,9.2,9.8,0,1.8,0,2.4,8.5,10.4
Career,NA,,NBA,,55,7,1124,4.7,12.7,0.374,1,3.2,0.317,3.7,9.4,0.393,2.3,3.8,0.605,2.2,5.2,7.4,1.2,1.4,0.6,1.9,5.1,12.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,IND,NBA,,25,2,570,4.4,11.7,0.371,0.1,0.7,0.182,4.2,11.1,0.383,2.2,4,0.556,2.7,5.4,8.1,1.3,1.8,0.8,2.5,5.4,11.1
2 seasons,NA,DEN,NBA,,12,0,233,5.3,15,0.351,2.3,7,0.333,2.9,8,0.365,2,2.9,0.684,1.2,4.5,5.7,1.7,0.9,0.2,1.1,3.1,14.8
1 season,NA,GSW,NBA,,11,5,262,5.4,13.5,0.398,2.1,5.2,0.395,3.3,8.2,0.4,2.6,4.1,0.633,2.3,4.7,7,0.8,0.7,1,1.4,5.5,15.4
1 season,NA,WAS,NBA,,7,0,59,3.7,9.2,0.4,0,4.3,0,3.7,4.9,0.75,3.1,4.3,0.714,0.6,9.2,9.8,0,1.8,0,2.4,8.5,10.4
