,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1998-99,18,IND,NBA,23:20,4,8,0,1,4,7,3,4,3,4,6,1,1,1,2,5,8,5.1
1999-00,19,IND,NBA,34:33,7,13,1,3,7,12,6,7,3,6,8,4,2,1,4,5,19,15.2
2000-01,20,IND,NBA,53:51,9,19,1,1,9,18,9,12,7,10,16,7,5,2,6,6,22,18.4
2001-02,21,IND,NBA,47:00,11,21,1,1,11,21,10,11,6,13,16,5,7,3,4,6,26,19.9
2002-03,22,IND,NBA,47:19,15,26,2,3,13,26,10,15,6,10,14,9,4,4,6,6,40,31.3
2003-04,23,IND,NBA,44:52,11,21,2,4,10,19,7,12,9,12,14,7,5,2,6,6,27,23.3
2004-05,24,ATL,NBA,46:12,17,28,2,4,17,27,10,12,9,11,17,9,4,2,7,6,37,23.9
2005-06,25,ATL,NBA,48:26,14,25,6,7,12,22,12,14,7,11,12,7,4,2,9,6,35,30.2
2006-07,26,TOT,NBA,47:13,14,26,7,10,13,21,7,11,7,11,18,6,3,2,5,6,32,25.1
2006-07,26,IND,NBA,46:02,14,24,6,8,13,21,6,7,7,11,18,3,3,1,5,5,32,25.1
2006-07,26,GSW,NBA,47:13,13,26,7,10,11,18,7,11,6,9,13,6,3,2,5,6,30,23.8
2007-08,27,GSW,NBA,45:18,15,20,6,11,9,16,6,6,6,11,14,5,5,2,3,6,38,33.4
2008-09,28,TOT,NBA,45:53,16,26,6,12,13,18,15,16,5,11,13,4,5,2,8,5,39,31.5
2008-09,28,GSW,NBA,45:53,10,21,6,12,4,13,3,6,4,7,11,3,3,0,3,4,26,19.5
2008-09,28,NYK,NBA,45:42,16,26,5,12,13,18,15,16,5,11,13,4,5,2,8,5,39,31.5
2009-10,29,NYK,NBA,45:25,16,24,6,13,15,18,11,13,5,15,17,6,4,3,5,6,42,34.7
2010-11,30,DEN,NBA,37:54,12,24,6,11,7,16,6,9,6,9,10,6,3,2,6,6,31,23.1
2011-12,31,DEN,NBA,41:01,14,29,5,12,11,20,6,10,4,11,15,5,4,2,4,5,31,22.4
2012-13,32,ORL,NBA,18:24,4,9,2,6,3,5,2,2,2,5,5,3,2,1,2,3,10,10.9
2013-14,33,WAS,NBA,25:56,6,12,4,6,4,7,4,4,2,7,9,3,3,0,3,5,16,13.5
Career,,,,53:51,17,29,7,13,17,27,15,16,9,15,18,9,7,4,9,6,42,34.7
7 Seasons,,IND,NBA,53:51,15,26,6,8,13,26,10,15,9,13,18,9,7,4,6,6,40,31.3
2 Seasons,,ATL,NBA,48:26,17,28,6,7,17,27,12,14,9,11,17,9,4,2,9,6,37,30.2
2 Seasons,,NYK,NBA,45:42,16,26,6,13,15,18,15,16,5,15,17,6,5,3,8,6,42,34.7
2 Seasons,,DEN,NBA,41:01,14,29,6,12,11,20,6,10,6,11,15,6,4,2,6,6,31,23.1
3 Seasons,,GSW,NBA,47:13,15,26,7,12,11,18,7,11,6,11,14,6,5,2,5,6,38,33.4
1 Season,,WAS,NBA,25:56,6,12,4,6,4,7,4,4,2,7,9,3,3,0,3,5,16,13.5
1 Season,,ORL,NBA,18:24,4,9,2,6,3,5,2,2,2,5,5,3,2,1,2,3,10,10.9
