Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Josh Huestis,,0.5,0.2,0,NA
Anthony Frederick,94.5,0.5,0.2,0,NA
Ken Durrett,88.9,0.5,0.1,0,0
Pape Sow,78.3,0.6,0.2,0.1,NA
Jarnell Stokes,78.0,0.5,0.1,0.1,NA
Gene James,74.9,0.5,0.3,0.1,NA
Okaro White,71.1,0.6,0.2,0,NA
Josh Davis,67.2,0.5,0.3,0,0
David Vaughn,62.9,0.4,0.2,0.1,-0.1
Alex Poythress,60.6,0.5,0.3,0.1,NA
Anthony Cook,59.0,0.5,0.4,0.1,0.1
