,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1948-49,28,TOT,BAA,,10,,8,8,,,,20
1948-49,28,INJ,BAA,,7,,4,5,,,,16
1948-49,28,BLB,BAA,,10,,8,8,,,,20
1949-50,29,TOT,NBA,,4,,3,5,,,,11
1949-50,29,BLB,NBA,,4,,3,5,,,,11
1949-50,29,PHW,NBA,,4,,3,3,,,,9
Career,,,TOT,,10,,8,8,,,,20
,,,NBA,,4,,3,5,,,,11
,,,BAA,,10,,8,8,,,,20
,,,,,,,,,,,,
2 Seasons,,BLB,BAA,,10,,8,8,,,,20
1 Season,,PHW,NBA,,4,,3,3,,,,9
1 Season,,INJ,BAA,,7,,4,5,,,,16
