Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,28,TOT,BAA,NA,61,NA,NA,0.373,0.217,NA,NA,NA,NA,NA,0.6,1,1.6,NA
1948-49,28,INJ,BAA,NA,8,NA,NA,0.315,0.209,NA,NA,NA,NA,NA,-0.5,0.3,-0.2,NA
1948-49,28,BLB,BAA,NA,53,NA,NA,0.383,0.218,NA,NA,NA,NA,NA,1.1,0.7,1.8,NA
1949-50,29,TOT,NBA,NA,34,NA,NA,0.295,0.174,NA,NA,NA,NA,NA,-1.4,0.5,-0.9,NA
1949-50,29,BLB,NBA,NA,18,NA,NA,0.266,0.173,NA,NA,NA,NA,NA,-1.1,0.2,-0.9,NA
1949-50,29,PHW,NBA,NA,16,NA,NA,0.339,0.176,NA,NA,NA,NA,NA,-0.3,0.3,0,NA
Career,NA,,TOT,NA,95,NA,NA,0.359,0.209,NA,NA,NA,NA,NA,-0.7,1.5,0.7,NA
,NA,,BAA,NA,61,NA,NA,0.373,0.217,NA,NA,NA,NA,NA,0.6,1,1.6,NA
,NA,,NBA,NA,34,NA,NA,0.295,0.174,NA,NA,NA,NA,NA,-1.4,0.5,-0.9,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BLB,BAA,NA,71,NA,NA,0.367,0.212,NA,NA,NA,NA,NA,0,0.9,0.9,NA
1 season,NA,PHW,NBA,NA,16,NA,NA,0.339,0.176,NA,NA,NA,NA,NA,-0.3,0.3,0,NA
1 season,NA,INJ,BAA,NA,8,NA,NA,0.315,0.209,NA,NA,NA,NA,NA,-0.5,0.3,-0.2,NA
