Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,22,DET,NBA,SF,80,NA,2352,6.2,14.4,0.43,3.2,4.4,0.718,NA,NA,10.6,3.2,NA,NA,3.8,15.6
1963-64,23,DET,NBA,SF,15,NA,304,6.2,15.8,0.391,3,5.1,0.581,NA,NA,12.4,2.7,NA,NA,3.8,15.3
1964-65,24,DET,NBA,PF,79,NA,2769,6.6,15.5,0.425,4,5.7,0.7,NA,NA,11.4,3.3,NA,NA,3.1,17.2
1965-66,25,DET,NBA,SF,79,NA,2696,7,17.1,0.408,3.3,5,0.659,NA,NA,12.2,2.8,NA,NA,3.4,17.3
1966-67,26,DET,NBA,SF,78,NA,2897,6.6,15.9,0.415,4.5,6.4,0.705,NA,NA,11.5,2.7,NA,NA,3.7,17.7
1967-68,27,DET,NBA,SF,80,NA,3125,6.6,14.9,0.442,3.3,5,0.664,NA,NA,12.5,2.1,NA,NA,3.5,16.5
1968-69,28,TOT,NBA,PF,76,NA,2943,6.2,13.9,0.444,2.8,4,0.698,NA,NA,10.9,2.3,NA,NA,3.5,15.2
1968-69,28,DET,NBA,PF,29,NA,1092,6.2,13.9,0.447,3.1,4.3,0.723,NA,NA,11.6,2.1,NA,NA,3.7,15.6
1968-69,28,NYK,NBA,PF,47,NA,1851,6.2,13.9,0.442,2.6,3.9,0.682,NA,NA,10.4,2.5,NA,NA,3.5,15
1969-70,29,NYK,NBA,PF,79,NA,2627,6.7,14.8,0.451,2.4,3.5,0.688,NA,NA,10.8,2.7,NA,NA,3.3,15.8
1970-71,30,NYK,NBA,PF,81,NA,2891,6.5,15.5,0.421,2.7,3.9,0.696,NA,NA,11.2,2.7,NA,NA,3,15.7
1971-72,31,NYK,NBA,PF,80,NA,3072,6.1,14.3,0.427,2.3,3.1,0.728,NA,NA,10.6,3.4,NA,NA,2.6,14.4
1972-73,32,NYK,NBA,PF,77,NA,2827,6.8,15.6,0.435,2.5,3.3,0.746,NA,NA,10,3.3,NA,NA,2.7,16
1973-74,33,NYK,NBA,PF,71,NA,2699,7.5,16.2,0.461,2.2,2.9,0.756,1.8,8.3,10.1,3.4,0.9,0.5,3,17.1
Career,NA,,NBA,,875,NA,31202,6.6,15.3,0.432,3,4.3,0.699,1.8,8.3,11.1,2.9,0.9,0.5,3.2,16.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,DET,NBA,,440,NA,15235,6.6,15.5,0.425,3.6,5.3,0.689,NA,NA,11.7,2.7,NA,NA,3.5,16.8
6 seasons,NA,NYK,NBA,,435,NA,15967,6.6,15.1,0.439,2.4,3.4,0.716,1.8,8.3,10.5,3,0.9,0.5,3,15.7
